14:22:34,46.0
14:22:37,46.0
14:22:40,46.0
14:22:44,46.2
14:22:47,46.6
14:22:50,46.9
14:22:53,47.8
14:22:57,48.6
14:23:00,49.5
14:23:03,50.4
14:23:06,51.1
14:23:10,51.8
14:23:13,52.3
14:23:16,52.7
14:23:19,53.2
14:23:23,53.6
14:23:26,54.0
14:23:29,54.5
14:23:32,54.7
14:23:36,55.0
14:23:39,55.4
14:23:42,55.6
14:23:45,55.9
14:23:49,56.3
14:23:52,56.5
14:23:55,56.8
14:23:58,57.0
14:24:02,57.4
14:24:05,57.7
14:24:08,57.9
14:24:11,58.3
14:24:15,58.6
14:24:18,58.8
14:24:21,59.2
14:24:24,59.5
14:24:28,59.9
14:24:31,60.1
14:24:34,60.4
14:24:37,60.6
14:24:41,61.0
14:24:44,61.2
14:24:47,61.5
14:24:50,61.7
14:24:54,61.9
14:24:57,62.1
14:25:00,62.2
14:25:03,62.6
14:25:07,62.6
14:25:10,63.0
14:25:13,63.1
14:25:16,63.3
14:25:20,63.5
14:25:23,63.7
14:25:26,64.0
14:25:29,64.0
14:25:33,64.4
14:25:36,64.4
14:25:39,64.8
14:25:42,64.8
14:25:46,64.9
14:25:49,65.1
14:25:52,65.3
14:25:55,65.3
14:25:59,65.5
14:26:02,65.7
14:26:05,65.8
14:26:09,66.0
14:26:12,66.0
14:26:15,66.2
14:26:18,66.4
14:26:22,66.6
14:26:25,66.7
14:26:28,66.9
14:26:31,66.9
14:26:35,67.1
14:26:38,67.1
14:26:41,67.3
14:26:44,67.5
14:26:48,67.5
14:26:51,67.5
14:26:54,67.6
14:26:57,67.6
14:27:01,67.8
14:27:04,68.0
14:27:07,68.0
14:27:10,68.0
14:27:14,68.2
14:27:17,68.2
14:27:20,68.2
14:27:23,68.4
14:27:27,68.5
14:27:30,68.5
14:27:33,68.5
14:27:36,68.7
14:27:40,68.9
14:27:43,68.9
14:27:46,68.9
14:27:49,69.1
14:27:53,69.1
14:27:56,69.1
14:27:59,69.3
14:28:02,69.3
14:28:06,69.3
14:28:09,69.4
14:28:12,69.4
14:28:15,69.4
14:28:19,69.6
14:28:22,69.6
14:28:25,69.8
14:28:28,69.8
14:28:32,69.8
14:28:35,70.0
14:28:38,70.0
14:28:41,70.0
14:28:45,70.0
14:28:48,70.2
14:28:51,70.3
14:28:54,70.3
14:28:58,70.3
14:29:01,70.5
14:29:04,70.5
14:29:07,70.7
14:29:11,70.7
14:29:14,70.7
14:29:17,70.7
14:29:21,70.9
14:29:24,70.9
14:29:27,71.1
14:29:30,71.1
14:29:34,71.1
14:29:37,71.1
14:29:40,71.1
14:29:43,71.1
14:29:47,71.2
14:29:50,71.2
14:29:53,71.2
14:29:56,71.4
14:30:00,71.4
14:30:03,71.4
14:30:06,71.4
14:30:09,71.4
14:30:13,71.4
14:30:16,71.4
14:30:19,71.4
14:30:22,71.4
14:30:26,71.6
14:30:29,71.6
14:30:32,71.6
14:30:35,71.6
14:30:39,71.6
14:30:42,71.6
14:30:45,71.6
14:30:48,71.6
14:30:52,71.6
14:30:55,71.6
14:30:58,71.6
14:31:01,71.6
14:31:05,71.6
14:31:08,71.6
14:31:11,71.6
14:31:14,71.6
14:31:18,71.8
14:31:21,71.6
14:31:24,71.6
14:31:27,71.8
14:31:31,71.8
14:31:34,71.8
14:31:37,71.8
14:31:40,71.8
14:31:44,71.8
14:31:47,71.8
14:31:50,71.8
14:31:53,71.8
14:31:57,71.8
14:32:00,71.8
14:32:03,71.8
14:32:06,71.8
14:32:10,71.8
14:32:13,71.8
14:32:16,71.8
14:32:19,71.8
14:32:23,71.8
14:32:26,71.8
14:32:29,71.8
14:32:32,72.0
14:32:36,72.0
14:32:39,72.0
14:32:42,72.0
14:32:46,72.0
14:32:49,72.0
14:32:52,72.0
14:32:55,72.0
14:32:59,72.0
14:33:02,72.0
14:33:05,72.0
14:33:08,72.0
14:33:12,72.0
14:33:15,72.0
14:33:18,72.0
14:33:21,72.0
14:33:25,72.0
14:33:28,72.0
14:33:31,72.0
14:33:37,72.0
14:33:40,72.0
14:33:43,72.0
14:33:46,72.0
